PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,superpop
0.4850576,0.96045613,2.2490313,1.419673,2.724691,0.7615545,0.74075544,-1.5087669,1.062911,-0.16888836,-0.877138,1.2533662,0.75196284,0.537766,0.9304288,-1.7450664,1.5655967,-0.504662,-0.4999868,0.7661673,1.0
-1.5156163,-1.5136411,1.6670555,0.22467838,0.015950756,0.47102636,-1.7235388,0.16335976,0.9290514,0.14108172,-3.3806422,-0.673702,-1.6618686,-1.3319256,2.178357,0.45459357,-0.5718549,-0.0040733432,1.3665625,0.26426947,0.0
-1.0827675,-0.27208608,-0.20597774,-1.1886852,-0.15227906,1.1306533,0.5449771,0.48775795,2.0457332,1.2207397,0.6637386,-1.279622,-0.17382485,0.7140203,-0.060204893,-1.0380266,-0.21225406,-0.7818675,0.4008663,0.5797923,0.0
2.5620475,5.336399,3.3358269,5.4841933,3.577502,-2.5953946,0.9516403,0.25152522,0.6837636,0.2627028,-0.5103021,0.12444469,-0.7973135,-1.429932,0.15637338,-0.69368654,-1.1717328,0.5052782,-0.23076415,-0.8183399,2.0
5.350681,4.4729266,6.578277,6.689677,7.0380335,0.06801168,-0.01742065,0.26612517,-0.4011054,-0.70553714,0.9179253,-1.326394,-0.316343,1.0693842,-0.06945111,0.6612391,-0.21121772,0.24101622,1.788146,-0.7549863,3.0
1.7494695,0.9160813,2.0544252,1.8351709,1.7160306,0.80712336,0.37739977,-0.32726076,-0.052909154,1.189347,-0.9173547,0.8730283,-1.8087845,0.24931088,-2.015828,-0.66743636,1.3512534,-0.9320952,-0.78871876,1.1961983,1.0
0.87645495,0.4239,3.0501275,2.156671,2.0838451,-1.3057129,0.7963881,-0.8926276,-2.2389798,-0.0129213305,1.5861529,-1.3125832,1.4268743,-0.30644962,-2.3459785,2.1733558,0.88823223,-0.14289577,0.3559744,0.15255947,1.0
1.005156,-0.9246846,0.39739972,-0.08190939,0.6628963,0.5749442,-0.85678166,-0.42277318,-0.045598187,-2.2539535,-0.1843442,0.7312263,0.12294296,0.13654433,-0.04984431,-1.365295,-0.99760604,-0.50179803,-1.0320762,-0.053766567,0.0
-0.7916273,-0.2674414,0.019399697,0.1740499,-0.22540921,-0.16494834,-0.17475273,0.3175763,0.90131813,-0.15791917,0.93598574,1.6271914,0.86372703,0.66369087,-1.8930631,-0.45366353,0.38756698,-1.5312947,0.5129941,-0.122266546,0.0
8.28975,5.5326557,8.277839,7.5706496,9.303007,1.4520679,-0.9704632,-0.7540863,0.18921754,-0.11522481,-0.2933029,0.08305756,1.8158396,-1.729268,-0.113956034,-0.27512038,1.4123085,1.1066842,-0.3610383,-0.06883217,4.0
7.7381806,8.50808,9.176046,8.604996,8.685808,-0.084651895,-2.066168,-0.8234371,-0.6874708,0.3439874,0.74191886,-1.0054398,0.6114617,-0.008572645,-1.2043831,-0.4725767,-0.17863819,0.8050506,0.92817444,0.21356279,4.0
4.2653103,5.765587,6.0672235,7.545456,6.441214,-1.5542563,-0.6100249,1.4780461,1.0765676,-0.48262033,1.273221,0.013070995,-1.6154971,0.9258379,-1.7695142,-0.886493,0.7454867,0.5745238,-0.5232933,-0.37852666,3.0
-2.388854,0.54016966,0.8396898,1.3400112,0.8140532,0.35440257,1.3189996,0.64038193,1.5969449,1.6222883,-0.034698695,-0.0080882,1.9872799,0.21255076,0.81577253,0.99681574,0.36946633,0.3029379,-0.67067295,0.8772497,0.0
0.92873716,1.6337034,1.450062,3.1379552,1.130969,0.8629204,-0.2342058,-1.2258621,0.8565589,-0.981412,0.26364127,0.68098617,-0.1725857,1.4961737,-0.38759926,0.04256366,-1.7643328,1.0318162,1.6339116,-0.4143666,1.0
3.8492382,1.1738081,2.401637,2.6221027,1.0038227,0.3966874,-1.1966105,1.6364545,-1.1089982,1.4460695,0.47937924,0.29117763,0.028085686,-0.12733409,0.8008615,-0.990287,0.99880075,-0.51244855,-1.2239586,-0.068480186,1.0
1.8653288,3.4900045,1.3681784,1.9048445,1.7451152,0.124728665,0.6484639,0.87641346,0.8266508,3.0355802,0.055980932,0.30457038,-2.3781278,-1.0773301,0.4025262,-0.5648411,0.742761,0.9342726,0.937198,-0.72073007,1.0
4.520989,2.0443807,0.6723169,2.3590412,1.0405263,-0.31562635,0.7175862,0.02349283,-0.6992323,-1.2495973,-0.7310508,0.4914674,0.007218431,0.1840393,0.7487699,-0.09220694,-0.5718649,-1.7269101,-0.053699356,1.239219,1.0
0.38268134,0.16205366,1.9732165,0.08663798,1.7054043,-0.10135328,1.1112438,-0.13632812,1.2484363,-2.3304338,-1.1864254,0.5940825,0.7858563,0.84540385,-0.47458494,0.9158892,0.17047516,1.3775381,-0.22252353,-0.09080692,0.0
6.6583486,6.8304157,7.65937,8.871823,6.972029,0.9410636,1.4090317,-0.62788355,-0.12923382,-0.47434342,-0.2593635,-0.27276194,0.3047728,-0.6727612,0.2668219,-1.4867815,0.6188167,-0.44983122,-1.2876278,1.1522548,4.0
2.3603034,2.1251643,0.95248413,0.45530617,2.6108391,-0.021998052,0.39741755,-1.1128517,-0.66539764,0.8084091,1.1907957,0.41856802,-0.07665602,0.33310074,1.10377,-0.73330367,1.3210374,1.4420921,-1.0001675,0.4172283,1.0
5.94339,4.837988,4.2265563,3.5366957,6.1055927,0.42421407,-0.799252,1.4087057,0.27552956,0.6009013,0.64168745,-2.1375566,-0.076460406,-0.9711774,0.5837307,0.33547637,0.8052105,0.42765218,0.8276372,0.98225474,3.0
-0.9372095,-0.8047459,-0.34620622,-0.14459355,0.03914019,1.2625153,-0.17741242,1.8467473,-1.0974649,-0.1961667,-1.4217817,-0.43262926,-1.7585407,-0.7387494,-0.73861414,0.7199928,-1.1250844,-0.12542611,-1.4190707,0.061219323,0.0
6.3306365,6.0339355,5.996299,6.754259,8.652502,0.8223895,0.89835715,-0.18455702,0.1395081,-0.7957447,1.0249958,1.0772989,0.94204044,-0.5092548,-0.12742807,-1.3799119,-0.19417952,1.7960064,0.9154024,0.37391466,3.0
3.1276608,2.7150412,4.2523084,4.0005536,3.0483613,-1.3357623,0.49716312,0.7628905,0.3922765,-2.1499543,-0.40572333,0.18500817,0.6250085,1.2792947,-1.9017458,0.061279636,1.0254416,-0.8642097,-2.6174586,-0.5534863,2.0
6.452669,5.5398417,5.335233,7.1395707,6.1253486,0.43739578,-0.49486876,0.16075373,0.7344265,0.30354795,2.5862925,0.99294543,-0.744831,-0.6980801,0.28703403,-0.47452107,-1.049084,-1.864019,2.4216626,-0.89040565,3.0
4.370637,4.6617002,3.6601996,3.0139353,4.4862,-0.056784775,-0.21702614,-0.4290976,0.2096227,-0.31602743,-0.55861115,0.77371496,-0.5942593,-0.23810752,0.4954612,-2.1865633,-0.7147909,1.629965,0.68899846,-1.9135263,2.0
4.6557245,1.3150765,0.6606728,1.9284266,0.37325406,-1.3027412,0.5912553,-0.3241858,0.43291113,-0.24692619,0.51297235,-1.8273934,-1.3349882,-0.288383,2.2477543,0.12577201,-1.1978074,1.0635439,-0.8309917,0.70805055,1.0
2.047109,4.072727,0.8797746,0.118438244,1.59956,0.84041685,-0.21672326,-1.6288186,-0.9274426,-2.9488595,0.5710766,-1.4463639,1.0806773,0.79649776,0.8800413,-0.46434453,0.49187613,-0.7914594,-2.1441627,-0.66414213,1.0
2.4840708,2.3400486,1.7713567,4.895671,1.4615402,0.7064375,-1.2233387,0.25563,-0.35054728,0.31392518,0.21028227,0.041395728,-0.30921367,0.11136775,-0.49611142,0.043666843,-0.007114662,-0.2566005,0.4821919,-1.5263858,1.0
3.6715827,6.1938925,3.6819115,2.4747353,4.981131,0.5303053,0.039777733,-0.18483636,-0.6002561,1.0644759,-1.3598924,-0.76018745,0.89916706,-0.15766695,-2.379872,1.133696,-0.6082054,-2.320932,-0.7057375,-0.40075612,2.0
0.4044669,-0.020572715,0.7140041,-0.54810995,0.01708775,0.40065935,-0.40498784,1.7534314,0.25770307,0.2070844,0.8786083,-0.08588878,-0.30345085,-1.0840328,-0.665611,0.24534331,0.39843202,0.30262712,-1.199749,0.81307167,0.0
7.7962275,5.0678573,6.4881983,5.2015266,5.4075723,0.84650385,0.22549544,0.48393962,-0.91069275,-1.8355969,0.7429135,-0.031903017,1.1570436,-1.1650258,0.14236628,0.23041038,-0.55122405,0.47149113,0.8713381,1.321153,3.0
5.7240467,4.7273417,1.9408319,4.6107693,5.2365375,-0.57515085,-0.3473073,0.8670732,-2.0380661,-0.6843492,1.2010523,-0.5109687,0.35180128,0.44732314,-0.001958267,1.0449122,-0.3323534,-0.121360995,-0.1532108,-0.48914403,2.0
4.0422044,3.3447714,5.1824565,3.502339,4.1648803,-0.3096192,1.4015871,0.5857833,0.20068842,1.0832261,-1.7172458,-0.15488598,-0.50716335,-0.110495195,-1.4351377,1.3121015,-0.040095698,0.53683996,-0.45800796,-1.3611097,2.0
4.317423,3.516308,2.9674852,4.6628065,3.9430192,-0.15091269,-0.04131099,0.20592402,2.786048,0.88075745,-0.21754049,0.48478892,-1.251102,0.28393438,1.5679522,-0.063116565,1.9247112,-0.4368233,-0.77735525,-0.5160152,2.0
5.0815477,6.1199455,5.870206,8.835581,5.9194427,0.16256012,-0.19398743,0.77595407,0.3114792,-1.3537766,1.0868648,-0.7041521,0.8856661,0.84223276,0.4877367,-0.8306227,-0.30350038,-0.34107926,-0.8118717,0.5900442,3.0
5.7278776,5.7183976,5.7947206,6.238685,8.144585,-0.13434102,0.20296086,0.19452854,0.18359958,0.21360001,-1.6119342,0.9737185,1.1327015,1.0710973,1.573372,-1.0140215,-0.471676,0.4150611,0.495818,0.9135601,3.0
6.6709013,5.696017,6.1405764,3.2254763,6.3893495,-1.8018653,1.1890041,0.47779995,-1.0099194,0.4549223,-0.031482574,0.12601449,1.3475926,-0.04375946,-0.43460095,-0.48229352,0.8568945,-1.0674304,-0.4149377,1.084244,3.0
1.5894468,1.2216847,2.5788536,2.5501618,2.1279697,1.0579063,3.703007,-0.13901675,0.8602951,1.7406424,-1.2259811,1.2585357,1.7439613,1.4290173,0.7130928,1.5176098,-0.11941497,-0.07848083,-2.3489754,-0.7159562,1.0
1.643852,4.515561,1.8406769,1.565764,2.121232,-1.6678325,0.11406686,1.1713741,-0.089443505,-0.097770676,-1.0757837,-1.2437346,-1.2901502,-0.18183903,1.9195706,-0.43308625,2.0285382,0.4160991,-1.1077098,-2.2182796,1.0
1.14252,1.2594581,0.45615757,0.43768543,1.0139395,-0.787586,0.64467865,-0.93460596,-0.9163494,0.3982803,1.063207,-0.9353631,0.62499744,-0.2234748,-0.6038307,1.4524233,0.44493762,0.012769679,-0.4073054,-0.20214361,0.0
3.920925,5.221338,4.2137194,5.0712357,4.4108925,-1.229753,-0.18419622,0.64139247,1.2585801,-0.38706753,-1.0743908,2.4276993,1.6026103,-0.015903357,1.4723989,-0.15534581,1.4094017,-0.04260997,2.194677,0.5914257,2.0
0.5278556,-0.37822908,-0.57539797,-0.35678592,1.6689787,-0.66855294,-0.07871921,-0.10170581,1.7481618,0.37071124,1.3169502,-0.2332821,0.13515005,0.109052375,0.07599496,0.87881935,-0.7441212,-1.0827066,-0.61834234,-1.0248181,0.0
4.1956077,6.017301,3.1510296,4.1218014,4.52894,-0.2588932,1.160328,-1.4910345,0.9715446,-0.29386833,1.0354669,2.4184306,-0.066292986,0.49648887,0.40249145,-2.792989,0.2755909,-0.6638678,2.3728611,0.5580498,2.0
3.9296298,4.3126535,5.0341496,5.0788956,2.182775,-0.24760325,1.5823492,0.49124962,-1.5168308,1.8486717,0.47233987,-0.4126461,0.45302927,1.2952781,0.32490906,-0.8473726,-1.5316885,-1.4240348,-0.034891494,-1.0055604,2.0
8.685038,8.011768,8.247864,6.6773653,7.9789805,-1.8337669,-0.44399112,1.8005538,0.4477296,-0.16572711,0.13011475,0.7679011,0.71769124,0.29738593,-1.1101062,1.4129891,1.022386,-1.6631045,1.5567833,-0.36285877,4.0
1.3388381,4.235968,2.395949,1.536281,-0.28861642,-0.41550666,-0.5204284,-0.5748992,0.17384416,2.329719,-1.5142423,-1.0940092,0.005407189,1.9213281,0.5386031,-1.9959191,-0.54766166,-0.6290009,-0.31232584,0.64661133,1.0
0.596848,-0.1045191,-0.61848927,0.88244003,0.17939122,-1.6569201,-0.10413242,-0.50688386,-0.26174283,1.0206684,0.01864873,-1.6844682,0.98933774,-0.31881678,1.0462482,0.9787728,-1.1096609,0.74710053,-1.8189845,-3.0667005,0.0
6.989785,6.795658,7.925338,5.1193886,8.064734,1.0262702,1.4387116,-1.2655046,-0.6124941,-0.0912033,2.056472,0.46161544,0.31208134,1.264235,-2.0919375,1.2277701,1.1077288,0.28206545,-0.6032398,-1.3958417,4.0
9.141912,8.812058,7.614959,6.330915,9.432129,0.15832718,-0.054791432,0.82396024,0.24574332,0.82457566,0.3703355,1.3786331,2.4435394,1.6063077,-0.02893545,0.6142154,0.2594525,0.84031874,-0.7668193,0.31663686,4.0
-0.05953002,3.7324424,2.0878649,1.2528816,3.258986,1.1693257,0.25134304,-1.1442622,2.0714207,-1.4108409,-1.0178936,0.5212165,0.55279225,0.81628454,-1.2089418,0.020252405,0.44078562,-0.75429225,0.21633078,0.5821375,1.0
4.7471056,3.8120863,3.329681,4.802663,2.9343266,-0.88236195,-1.3139238,0.87482816,-0.77975714,-1.1583911,-1.728464,0.69929534,-1.0984014,0.67619056,-0.9158509,2.5232701,-0.09724387,0.3165068,0.0305986,1.7915787,2.0
0.31387997,3.0110865,0.97008276,1.9131465,1.567518,-0.63242584,-0.41832373,1.1159679,0.39933452,1.2299119,-0.23734549,-1.2698137,0.021447375,-0.615309,-0.6336357,-1.4731483,0.2769362,0.19371289,1.2691926,0.5582855,1.0
2.2011342,2.5952668,1.1311655,1.4997147,1.4681726,0.8773357,-0.71795774,0.18029967,-1.1257538,0.09052992,-0.017509498,-0.20662665,0.05462541,-0.3692915,0.7019841,-0.21372823,0.05287447,-0.5735779,0.5910962,0.91706985,1.0
7.5677156,6.8130236,8.385466,9.121165,9.815133,0.28474423,-2.2935624,-0.82142264,-0.044363018,-0.33872664,0.91922116,0.673429,1.0172533,-0.2528252,1.6139007,-0.79519653,0.7921248,-1.6478122,0.5007195,0.9773555,4.0
3.8873496,4.466246,4.8745937,2.7457829,4.581907,1.2037606,0.2569427,-0.38008496,2.2588165,1.0181183,0.26731336,0.5779436,-0.6033593,-0.18488492,0.966528,-1.9770592,-0.11342902,0.702811,0.8610616,0.60843444,2.0
2.7216468,4.524475,4.045221,4.7137218,4.96419,0.52714133,0.17036918,0.41349378,-0.22957963,0.20426328,-0.78383416,1.4864978,1.6906483,0.35340354,0.4662518,-0.8793486,0.0029120941,0.77310103,0.42672148,1.3489276,2.0
-1.7073575,0.83800066,-2.1735086,-0.89712316,0.61903566,-0.7258192,0.37371004,-0.085369766,-1.7018458,-0.10328331,0.10742682,-0.3657456,1.7384936,0.35759494,2.019036,1.2759444,1.2189491,0.31025994,-0.88768905,0.7685654,0.0
5.3327436,6.1651025,7.3776484,7.2799997,5.5167513,-0.3145787,0.6652433,1.9959142,-0.10931075,-0.22131644,-1.3142242,1.277782,-0.2650144,-1.6970944,1.3099817,-0.9858734,1.7616183,-0.6222299,-1.654248,0.2114368,3.0
6.709115,4.9832478,6.284368,5.9460526,3.245993,-0.56825095,-0.3422808,-0.94285077,-0.08018461,0.40670538,-1.5607123,3.270214,0.29863676,0.5342958,-1.6698906,0.025592824,0.23364471,1.6896307,1.1957597,0.3253491,3.0
6.577803,4.14501,5.8981166,6.1596084,5.899097,-0.8515456,-0.9215282,-1.4688627,-0.31347182,-2.1116185,-1.0742759,-1.1792239,0.79005826,0.4490717,0.45085672,-0.2572744,-0.96127796,0.5555097,-1.6715155,0.51949114,3.0
7.3315496,8.510101,7.1189394,7.435146,7.0837784,-0.06856049,2.4697092,0.6691389,1.1415075,-1.0606157,-0.30128956,1.0685077,-0.6547508,1.3699819,1.1680992,-2.0443442,0.28013924,0.9895049,-0.08568459,-1.7444443,4.0
7.31039,8.803201,7.9501495,8.999792,6.9913635,-0.37520114,0.061726224,-2.3284614,-0.17027622,-0.050504897,-0.1835115,-1.037281,0.9492096,-1.7513537,0.5851361,0.008257109,1.1824737,-0.69523305,0.38874322,0.32428017,4.0
-0.2502237,1.5503752,0.2148194,0.33510828,0.159222,0.09941292,-0.5064634,-0.2482425,-1.2978438,0.96964186,-0.2646593,-0.29219204,-0.95052814,-0.25986975,-0.38271004,1.6331518,-1.1978613,0.42606166,0.76308066,-1.1657803,0.0
2.827087,1.5114086,1.9081956,0.17178941,2.2510426,0.16692807,1.3911214,0.25409484,-0.43625763,1.271268,0.23528393,-0.8838992,-0.44003192,-2.5265422,1.1775656,1.3666075,0.3735585,0.027916256,-1.9276879,0.4738249,1.0
0.23513646,0.8952281,0.7676387,0.35007975,-0.16360088,0.076322034,1.2119113,0.5436102,-0.11628872,-0.9368393,1.0961852,0.6019616,-0.43009466,0.55210054,-1.6552058,-0.15559453,0.8687623,0.48966756,0.6404013,1.0350786,0.0
5.380986,6.331967,6.2789216,4.420541,7.0466976,-0.4027004,0.4608145,-0.66405106,0.34044218,-0.7218567,1.3340559,0.18496892,-0.93983847,1.4365896,0.98280954,1.4270179,0.90129846,0.17300245,0.16724643,0.56355214,3.0
0.066563204,-1.455327,0.59434843,-1.1198064,0.52363324,0.33352092,2.6146781,1.3499174,-0.64901865,-0.9416473,1.6586854,0.5705854,1.7139312,-0.97916055,-0.27417547,-0.12587257,-1.1681161,-0.31961295,-0.0067864354,-1.0005164,0.0
4.911206,5.5573874,3.928142,3.9208167,5.469907,0.54857427,0.8340857,2.381023,-0.32031536,1.2378881,-0.74068433,-0.34163067,-0.046696413,-0.18603648,-1.7027345,0.71961755,-0.4957076,0.10741932,-0.2685114,-0.87153107,2.0
0.35455528,-0.988885,-0.40771317,0.1438711,2.512074,0.20895086,-1.2986437,0.08182395,0.915969,-0.19606419,1.2094843,-0.048274156,0.8212075,-0.42194384,-1.0838102,-1.091813,1.1832117,1.0432867,-0.2542576,-0.860407,0.0
-0.12960511,1.3768886,0.1198436,2.6921248,1.129244,1.6440845,-0.75784993,-0.87640584,0.105491,-0.13462284,-0.63324237,-0.74869734,0.8494303,-0.50563526,-0.8441871,-1.0544688,-0.13269,-0.25603995,-1.8954419,0.05419568,0.0
4.4669166,4.6583667,5.698241,5.9771037,5.7650237,0.17108525,1.2636312,-1.4817711,-0.7366018,0.25984484,1.5330652,0.13036892,0.046145745,0.13958207,-1.9448906,-0.96479756,1.2685521,-0.82931924,0.22120014,0.28949583,3.0
7.83108,6.3858395,8.391901,7.823928,8.888022,1.8577662,-1.881367,-0.7179044,-0.22491165,2.3046207,-0.38792473,-0.53202283,-0.2556936,2.2223933,0.6039737,-0.1924107,1.0007825,-1.1236894,0.2615717,-2.7568655,4.0
1.943755,2.093645,2.1660264,2.3414242,3.5467772,2.0171566,-1.2268126,-0.6894889,-0.022998951,-1.421323,0.96290296,0.09789885,0.039863214,-0.882112,-1.1111428,0.14368038,1.0804889,-0.5910412,0.16045669,-2.282321,1.0
6.8524976,6.061856,6.2348013,4.874175,4.573387,1.5590329,1.7035401,1.0675977,-1.0134592,-1.7024558,-1.6932921,-1.0321496,1.804749,-0.6088271,0.119869076,-0.5844088,-0.44718415,-0.5095343,1.112009,0.4129835,3.0
3.2226396,3.108056,3.6326773,3.4799569,2.9046192,-0.3301216,-1.5042315,-0.90056384,0.61923957,0.6105578,-0.89314485,-0.56580627,0.51491654,0.35910264,1.5818228,0.606406,0.027191121,1.3932972,0.71077234,-2.3938494,2.0
4.274144,2.7707932,1.2636147,2.9184093,2.5540557,0.63783556,-0.44955337,-1.8556203,2.2698612,-0.52637637,0.042417567,-1.3703343,-2.150208,0.04847098,-1.1087829,-0.11371756,0.72241455,-0.42273667,1.0032356,0.080282964,1.0
2.3497841,1.7109787,4.476011,1.0500576,2.195523,0.1219518,0.8320822,0.017096603,-0.16603781,-0.70816,-0.58573484,0.72607565,0.22430019,-1.3059316,1.1357394,-1.1163427,0.0042691818,0.8439117,0.83451223,-1.5751272,1.0
2.6954846,3.3884506,5.0618052,3.9789994,5.01541,-2.1620219,0.07590251,-1.0424713,0.9139876,-1.0941902,-0.5578784,-0.8529179,-1.1613063,0.3671858,0.5481605,0.093392365,-0.5613854,-0.9325648,-1.6460454,0.99565107,2.0
3.7416012,2.4775882,4.951011,4.859709,4.5883627,0.28980517,1.1900648,-0.6310752,-0.070243105,1.1691114,0.49001533,-0.33481553,-0.6145065,1.6979944,-1.245595,-0.11253445,0.62216336,0.4521013,0.844189,0.18243477,2.0
9.363048,6.0562882,8.520146,7.8623075,7.118502,-0.16709444,1.0788465,0.75586826,-0.34351823,-0.5285386,0.28882974,0.6905168,-0.43837017,-1.6297807,0.5210469,-0.5478507,1.4809217,0.3646532,0.8460542,0.1807945,4.0
2.2799182,3.4745188,5.688269,1.8894523,1.3922611,-1.512438,0.6551052,1.1072153,-0.70621586,0.69500595,0.9821806,0.13088691,-0.9117457,-1.0839435,-0.92504454,0.048715793,-2.5429497,-1.2302401,0.24243014,-0.23271604,1.0
0.2743557,1.620841,-0.92163765,-0.61830294,-0.25520858,-0.443665,1.2736803,-0.24603368,0.5038564,-1.708033,-0.7836142,0.40594798,-0.06339251,-1.1475612,-1.6116298,0.43479642,-0.52114314,-0.5127912,1.0057036,-1.6087582,0.0
0.85011685,-1.7637451,-0.38002494,1.3784068,0.3868381,2.1093762,-0.18371114,2.4364102,0.897686,-1.1973674,-0.8955329,-0.5621223,1.3470671,0.18106435,0.9499156,-0.09928059,-0.65152586,-0.29425684,0.51686543,-2.396335,0.0
1.600385,-0.91995615,0.6806421,-2.1588356,-0.7135485,-0.49294677,0.1776597,1.2508833,0.92558146,-0.4439154,1.482186,1.0777435,0.6614013,0.14806919,-0.40537784,0.33727515,-0.7895327,1.2651745,-1.6687111,1.182644,0.0
3.1199946,5.918236,1.8365848,3.350078,3.8177452,-0.2626896,-2.0182676,-0.4984839,1.7332164,1.0968877,-0.49346483,0.6386357,0.6319465,-0.9064559,-1.5847529,-0.49386853,0.6111773,-0.6553557,1.3439344,-0.80796254,2.0
9.709899,9.729254,9.252773,7.786353,8.073144,0.5110835,-0.87129104,1.3281978,0.41092047,-0.1951447,0.5195677,1.0228095,0.48644042,-0.20556389,-0.63286823,-0.39636746,0.2318012,1.6778419,-1.7320436,0.49048328,4.0
1.2428615,1.6625674,1.9436369,1.391988,1.1620247,1.2586656,-0.56965643,-1.0412095,-0.34374294,-1.0536844,-0.14890742,0.2835069,0.27477872,-1.1624304,0.5331472,-0.60864955,-0.92555624,-0.5435134,0.16981517,1.5148259,1.0
