PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,superpop
6.013116,4.8535676,5.739658,5.68845,6.893644,-1.0561293,-0.1776602,-0.4504192,0.0008463413,-0.07894795,0.8750731,0.55482405,-0.9747807,-0.5950321,-1.2984211,0.54262847,0.28196397,0.9745332,0.18803418,-0.959877,3.0
1.5233634,-0.04443884,1.8138925,4.2573423,1.6278872,-0.93880713,-0.5784438,-0.8541008,0.0735566,0.10260795,0.5591299,0.5856649,-0.92493695,-0.023937877,1.6296633,-1.1815894,1.404683,-0.61112016,-0.47914428,1.2319517,1.0
1.6805794,2.7784734,4.03812,3.7451909,4.301249,0.2296886,0.0803151,1.6567932,-0.06448023,1.1780511,-1.6686825,-2.4123685,0.64837444,-0.8720804,0.33943793,0.23797365,0.07510705,-0.10815255,1.7868959,-0.44338182,2.0
-0.12207044,-0.546574,-0.23586555,-0.4187658,1.9287812,0.8981295,0.3754639,-0.36054337,0.7437389,-2.0438313,-1.2827394,-1.4401957,1.7938882,0.97770685,-0.24520205,0.12192971,0.010115917,0.8362345,1.2051383,-0.06829902,0.0
1.5082219,-0.042433627,0.49978924,-0.81991404,0.42095333,-1.7431364,-1.6584054,1.7252187,-0.44258314,-1.5349485,0.0011118188,-0.83200604,0.63566846,-0.77745694,-0.055710047,-0.044337865,-0.36605516,-0.11229835,0.14006455,-1.0771959,0.0
9.155711,6.976614,8.919882,9.301926,8.459214,0.08792575,0.94428265,-0.759853,1.6395814,-1.9154357,-1.8656726,-0.6707625,0.119513445,1.6996214,0.6386563,-1.0974824,-2.1761847,-1.2711239,0.37099415,-0.26578546,4.0
0.010299278,-1.3901092,-0.05891708,0.15764338,-1.2374638,1.154078,0.8352466,1.7608097,1.0910171,-0.18469022,0.07862995,-0.8521186,0.5188126,0.034247927,1.0574521,0.17533396,-0.2595789,0.395707,0.4420772,0.9448216,0.0
6.3387623,5.2813635,5.4991326,6.7133994,6.1131306,-1.4704816,-0.54536027,0.09845352,-0.121759765,0.32737237,-1.0496706,0.2502202,-0.8610052,2.1536274,-0.016886199,1.4171535,-0.4237415,-0.07694056,0.53620404,0.64853185,3.0
6.060491,3.489588,7.4279733,6.5847225,4.6796427,-0.27814698,-1.4720324,1.2682803,-0.14550088,-1.1986969,-0.66463476,-1.4525177,0.12737149,1.6438904,-0.31107315,-1.0572126,-1.3775625,0.8251971,-0.40312594,-1.4637673,3.0
0.88068414,2.5288126,0.8600955,-0.7065307,-1.2231157,0.15795596,0.91900754,-0.5054601,1.2475593,1.0366169,-1.4056983,-1.2861879,-0.4171432,0.5089526,-1.4699302,0.38037774,-0.011607639,0.0692674,-1.1396463,-0.36024857,0.0
6.1702576,7.1178703,7.0017724,4.280115,3.4950738,0.8456535,1.1251909,0.26183143,-0.6370095,-0.47477937,-1.9858449,-0.37474173,-2.0303705,0.3135356,-0.55171514,0.80910915,0.57942027,0.5359262,0.30573946,1.8963586,3.0
7.0697203,8.64236,6.071898,8.449381,8.489215,0.42485362,-0.29027542,0.8010884,-0.3465721,-0.71038836,1.6007428,-0.9435253,-0.7268331,0.3825636,-1.8834131,-1.7515606,0.3094763,0.10356613,-1.8251586,-1.0885575,4.0
2.103283,0.84680665,1.4240263,1.344376,3.7761755,0.1760391,0.508503,-0.03570097,1.4324754,-0.25006393,0.5973085,0.037439372,-3.2535567,-1.0969222,2.3443701,2.1896806,0.033255637,-0.35987982,1.1687652,-0.5070869,1.0
6.812382,6.938384,8.66303,6.996377,7.441672,-0.16567887,-1.439412,-0.4085053,0.046559174,-0.5065088,-1.1497531,-0.51508707,-1.6363192,-1.0781666,-0.6048745,-0.8408665,-0.18032448,-0.41124833,-0.55384684,-0.18660893,4.0
9.070877,8.206542,6.9812565,5.915244,7.844474,-1.1947199,2.4437125,-0.73357123,-0.9139766,0.17686176,-0.9055379,0.37095407,0.7689285,-1.6608231,-1.1080768,1.1770456,-0.010174671,-1.8260742,-0.22718714,0.12917241,4.0
0.9712029,-0.3120105,0.2856102,-0.16428412,0.8979081,1.1483021,0.13309199,0.16680734,-0.56927544,-0.52925646,0.8641278,-1.1063799,0.39722613,-1.7223994,0.38130546,-0.14961888,-0.941391,0.35373217,0.3574589,-0.6334226,0.0
5.3097405,4.0012116,6.0140505,5.7283154,6.263416,-0.49453598,0.7273753,-1.0145727,-0.14894886,-1.1769499,-0.40645584,0.9185185,0.6625347,0.3853431,-0.1331695,0.4097304,0.40293118,-1.4555988,0.5582652,0.21506326,3.0
1.3014059,-1.4470601,0.23413879,-0.7869922,-0.04884881,1.529246,-1.2775979,-1.3119812,-0.26319188,1.2980593,0.76222646,1.8376219,0.17137548,-1.1485274,-1.9868691,-0.93573433,-2.0377553,0.75038284,-0.11120952,1.5630362,0.0
1.4352677,2.3701317,4.023611,-0.7446232,2.2230182,1.0156819,1.1907233,-1.0551517,2.1161978,-0.06135662,-0.8012341,-0.74437773,-0.7908212,-0.33546093,-0.056910068,0.5463298,0.6965157,0.85112274,0.5962309,-0.16465151,1.0
6.442548,8.474791,6.3324656,7.544304,6.572097,0.6389385,1.7068409,0.0659132,-0.41942725,-0.4051245,0.40822724,1.7442487,0.00953584,0.097329006,2.2040703,0.7809176,0.0029016875,-1.8834033,-1.4837645,0.820079,3.0
0.7706003,2.6366913,0.92661846,2.1348102,2.569065,-1.4814782,1.1289685,-1.7703245,-0.9447566,-0.2611724,-0.8697773,1.4566332,-1.1879568,-0.25460753,-0.11947281,0.6410695,3.2372825,-0.038958024,-0.45830184,-0.16720457,1.0
8.556187,7.245632,6.249818,8.11971,8.053376,-0.6820343,1.6040272,-0.49363604,1.8431159,1.103559,-0.024634417,-0.359923,-1.5698649,-1.027113,0.19543938,0.9382255,1.5121722,-0.07146179,-0.80828714,-0.19051497,4.0
3.2349272,4.400268,3.0780845,3.3132398,4.7406096,0.3917205,0.44687462,0.005970292,-0.9777345,0.49425107,0.84008336,-1.1000557,-0.2843629,0.65253633,1.4874679,0.44879967,-0.13827299,0.40790895,0.16472681,-0.35400262,2.0
8.136942,5.2883444,4.845157,6.0065937,4.9008503,0.06295576,-0.57132137,-0.44297707,-0.8110563,1.5331502,-1.385377,-0.9218038,0.20838617,-1.0329038,-0.3971976,0.361933,0.1506561,0.44806832,0.10012497,1.5422251,3.0
2.4605525,1.467474,1.5998675,1.5123253,2.6838439,0.6625121,0.93798673,-2.079958,-0.7725539,-0.6537687,0.91144216,-0.2065871,1.019608,-0.93150383,-0.19723246,1.0540701,-0.8773314,1.3239539,-1.1221844,0.41357994,1.0
9.147772,7.2686567,7.7853503,6.9155335,9.888506,-2.2827246,0.10147551,-0.76399577,-0.41531652,1.1012243,-0.17224833,0.29866362,-0.22130992,-0.45060387,0.8947876,0.47060642,0.7092518,0.6283745,1.7027651,1.0981898,4.0
7.2165003,7.4516883,8.795282,9.374458,8.747811,-1.167763,0.66942126,1.1220531,-1.440252,1.3083909,0.07724841,0.2418205,0.46466666,-1.3431305,-0.35500282,0.15879317,-1.2087786,-1.20955,-0.22243096,1.7471261,4.0
6.8713875,6.259951,5.463822,4.9615264,5.9411387,0.7694707,-0.9098096,0.78442085,-2.1027725,-0.6842546,0.21356834,0.45646667,-0.005949196,0.7981908,-0.7940702,-0.067186356,-0.27193138,0.6687567,-0.03927731,-0.49150968,3.0
6.288946,7.178686,7.0629663,5.517392,4.948737,-2.5593846,-0.34165937,-0.2982579,-1.8673996,-0.39340365,-0.5915958,-0.072037295,-0.7041678,-1.4262619,1.1739632,0.14717494,1.2748847,0.15625514,2.4800916,0.5928403,3.0
6.287969,4.819585,6.6725206,6.941561,4.226726,1.2558266,-0.9730771,-0.1276931,1.0151632,0.12841246,-0.0072431047,1.8593862,-1.0341663,-0.566999,-0.830423,-0.13736932,-0.013451111,-0.6473965,0.41614917,-0.0127149075,3.0
1.8396366,2.1406322,0.19617486,0.6880702,3.569345,1.8697132,-0.9584256,-0.01583786,-1.3795944,1.2199446,1.6073929,0.53704625,-0.041590203,0.3481531,0.1263082,-1.2626578,0.057864,-1.0375247,0.23136422,-0.10128261,1.0
5.2453938,2.789195,3.8644502,4.518702,4.723386,-0.5992788,0.03905103,-1.2571477,-0.4718668,0.844187,0.6189602,-1.7157614,-0.19143891,0.84850574,-0.6445192,0.26410973,-1.5014285,1.0661483,0.30588096,0.15343156,2.0
3.7206247,5.245267,6.2575645,2.9879904,4.992661,-1.2596996,-0.7705459,-0.29246107,-0.29308686,-0.85375375,1.3385159,0.06301497,0.64831024,0.3596914,0.06398611,1.0958858,1.7520107,-0.5592901,0.26977134,0.8895693,2.0
6.6924305,5.288122,6.2804685,4.3331337,6.4661098,-1.8414317,0.81109864,0.5778704,-0.61004025,0.9665048,1.451694,-1.9432347,0.906804,-0.27312967,0.66743654,-0.332459,0.5396096,-0.40785372,0.17777173,-1.632117,3.0
8.431199,8.109198,7.681741,8.755648,8.972068,-0.45401594,-0.07516676,0.5892248,0.61358386,-1.4391389,-0.95677245,1.335614,0.62115186,-0.50274897,0.54822344,0.7890345,-0.9461236,-0.7580098,-0.8593828,-0.16656063,4.0
4.416645,4.468419,5.925325,6.3134427,5.468794,-0.87228304,-0.16615541,-0.5498786,-1.199475,0.4258938,0.17794567,1.9356807,1.2005787,1.1093304,-1.0188497,0.56031996,-0.5963802,0.0007330638,-0.8030226,0.6994802,3.0
-0.6954665,-0.0033100196,-0.086207874,-1.0218109,0.46744728,-0.46725407,-0.85737604,1.8176483,-1.0901979,-0.088733144,0.37357384,1.8990593,-0.5389393,-1.04886,-0.8615915,1.771283,0.04850376,1.089119,0.3362938,-1.6665939,0.0
2.1730149,4.367987,4.5121512,3.34152,4.458782,0.8069519,0.3917487,-1.0120406,-1.2771457,-0.746868,-0.35927352,-2.7997987,-0.5800754,-1.8528992,0.7449931,0.64997464,1.9265456,0.71643764,-0.17150177,-1.3550174,2.0
2.834723,5.6195374,4.3745613,3.1995785,2.8055503,0.5410925,1.7009386,-0.18160614,-1.2271518,-0.90120554,0.548045,-2.071228,0.45544827,-1.2637631,0.2165318,0.7955103,-1.1174457,-0.5562024,-0.59903157,0.32882935,2.0
5.395642,3.8611162,7.1720552,4.502594,5.94175,1.6298939,0.9307938,1.1975825,-0.18071602,-0.4431379,0.8986301,-0.81827855,-0.5562188,0.4476581,-0.36287305,0.8337134,1.0618813,-1.276868,-0.22561483,-1.3368176,3.0
0.6980634,0.76139414,-0.32149032,-0.30051944,-0.8132093,1.1805437,0.4876115,-1.4149098,-0.11032278,1.0925617,-0.58547336,1.6023316,0.9109948,-0.444797,0.09938296,0.9540196,-1.2673395,1.5329252,0.73417383,-0.012173433,0.0
9.014722,8.089987,9.1042795,8.283367,8.819545,-0.49734223,0.43295717,0.7175653,0.8983094,-0.28917307,-0.6721197,0.57078975,-1.6876401,0.35303703,0.36834785,1.4879837,-1.345111,-0.96751374,-1.8557733,0.39004934,4.0
8.729291,6.181188,8.10164,8.083404,7.1116824,-0.348998,-0.41983542,1.0553143,2.1260777,-0.34037572,0.74637306,0.23279595,0.0053519905,0.18990235,-0.25958416,-1.766283,-0.23219074,-0.55463535,-0.31110182,0.32895386,4.0
-0.06346171,-1.3799155,0.8010719,0.40050817,-0.2702388,0.39122295,-0.21009704,-0.5716996,-0.0689642,-0.6458619,1.1859127,0.44371858,0.61087483,-1.1982423,-0.03222088,-0.35085118,0.37177062,0.85526145,0.4414825,-0.096936814,0.0
2.0526793,1.4487898,3.1984215,2.215804,2.364593,0.2221291,0.3252271,0.5841409,1.2747408,-1.5221794,1.3065774,-2.351009,-0.4518544,-1.411198,0.17920546,-1.4058092,0.50553805,-0.23676641,1.6691047,-0.030678991,1.0
4.4251566,3.8266382,5.4065614,3.2596097,4.384732,0.09851415,0.8398888,-1.3261672,0.77970177,0.3162428,0.04739115,0.34582645,0.5405001,-0.84798384,0.38336328,0.17604378,-1.2404377,-1.3484353,-0.88505864,0.39086404,2.0
4.7456307,5.507388,4.9117827,2.104736,5.993903,0.15575458,-0.11636074,0.1778471,-1.3442899,0.55553675,0.33729216,1.1635768,-0.3323901,0.53955877,0.52679974,0.5085947,1.7801583,-0.655993,-0.29411152,-0.03170879,2.0
-0.119853675,-1.166924,0.33279538,0.8550223,-1.3508577,1.1653206,-1.3860902,-1.042268,0.30248556,0.7982769,-0.8680164,-0.5473247,-1.0519565,-0.7241524,0.33633763,1.4126478,-1.8180556,-1.420775,0.050677247,0.7323685,0.0
0.061149582,1.1609213,-1.3763741,-0.09218613,0.14949332,-0.010720238,0.4985035,2.275951,-0.0019859946,-0.4066533,0.4732963,-0.5260695,-0.50336254,0.011940902,2.0441327,-1.3228501,-1.0057052,1.5165502,0.079859,-0.7280012,0.0
0.39660165,-1.0496781,1.7139322,1.5980923,0.41897255,-0.08039998,0.7826942,-0.15605268,0.9428772,-0.5930678,-0.48963565,0.96427745,-1.0705667,-0.101105176,0.30171552,0.6966719,-1.1116911,0.28072807,0.27894786,-0.040261395,0.0
7.1187706,8.269133,8.944233,7.638836,7.607812,0.5033167,1.3763938,0.2358114,-0.5263647,0.76096356,1.0038185,2.0606608,1.0246584,0.3467306,2.0862074,-0.8239871,0.4237967,-1.0349973,-0.63796556,1.1172241,4.0
2.628994,2.6411452,2.9820104,3.13431,0.48500144,0.26564682,0.1504295,0.19540137,-0.2774145,-0.0007576164,-1.3519071,-1.7209762,-0.051870834,0.13857618,-0.011748246,0.32526037,-0.6852704,-1.8326212,-1.9779714,-2.9110398,1.0
2.1662483,2.7784889,2.4971204,0.80529714,2.5183578,1.0541301,1.5436537,1.8748498,0.20163156,0.44660452,-0.38192362,-1.5183654,0.46668816,-0.47730684,1.8430912,-0.84172624,-0.48269895,1.958555,0.5084904,-0.797849,1.0
7.728572,9.151691,8.610485,9.110476,9.918574,-0.21005839,-0.8813107,0.96518034,-0.31383187,1.3103926,1.064133,1.6885287,-0.46889183,-0.14839362,0.48907596,0.71516055,1.045174,-1.24812,-0.56964934,-0.3201265,4.0
0.50854313,-1.4197849,-0.65602237,-0.5305411,1.6428529,0.43536386,-0.5174652,0.89643526,1.372675,-1.0663602,-0.19725528,0.30362487,-1.9171338,-0.17015243,0.6981869,0.29590186,-1.2826439,-0.19579375,-1.254221,0.24168909,0.0
5.4754076,5.4164295,5.07734,5.6746516,5.0496387,-1.0573373,-1.4344131,-0.7831634,-0.7014856,0.28430244,0.13165726,0.48904026,-0.39314166,-0.27361044,-0.3693873,-0.3982901,0.4597945,0.010749122,-0.046022784,0.5487366,3.0
3.8775666,3.6488395,2.9060345,3.380851,4.098325,-1.9931641,1.1926771,0.76866865,-1.1610428,-1.5085591,-0.8842637,0.53060865,0.3546888,-0.7995906,-0.14709541,-2.3783143,-1.1790942,2.4342666,-2.05726,0.7001999,2.0
4.5472183,5.147359,3.3303766,3.2286174,6.186083,-1.0078996,0.4411811,-0.07068584,0.4661691,0.04900155,-0.3227901,-0.5577888,0.45535284,0.048195444,-0.66569597,0.4297376,-1.064503,1.306712,-0.8166723,-1.0330863,2.0
6.7077913,6.751644,4.729732,4.8578916,6.0409675,1.0469037,0.10303338,1.8461559,-0.047928877,0.1877839,1.0014547,-0.953482,-0.15643233,0.23785448,-0.0024979222,0.010923709,-0.91073716,-1.0058929,-0.9663422,-0.24214062,3.0
4.5468783,4.720922,3.5884619,4.0321226,5.8334203,0.23020978,0.074547656,0.29509133,-1.9108626,1.9601712,0.83557665,1.197042,-0.88094884,-0.68312883,-0.2504431,0.4630145,-1.0506101,-0.5961871,1.1170171,-0.014077363,2.0
3.4218478,4.933198,5.1370077,3.4391537,4.1507974,0.6936951,0.0342992,0.71267915,0.21085511,0.013848477,-0.036787312,1.29395,1.4484175,-0.02131342,1.6152444,-1.2219706,-1.1187886,0.35843983,0.45117313,-0.7193104,2.0
5.158888,5.4527836,4.423205,3.9523778,5.4208775,0.50516385,-0.00092242606,0.024517884,0.891103,2.2396436,-1.0483996,-0.92808175,1.0568196,-0.8367642,0.62788767,-1.4718679,-1.0291022,0.9080527,-0.8579326,-0.69576555,2.0
5.530202,4.696895,4.7946362,3.8823476,3.4452422,-0.05952446,-1.0932118,0.012793482,-0.38987613,0.8429132,-0.912295,0.52128,-1.3482913,-1.9572405,-0.6898687,-0.7841979,0.37653178,-0.00814647,0.50196326,0.17279442,2.0
4.037202,3.68469,5.6150727,4.278299,3.559977,0.39023587,-0.56609625,-1.304836,-1.3219478,-0.3182237,-0.49601737,1.0315294,-0.00333413,-1.4036363,0.10790064,-0.7262432,1.5618392,-0.5374255,-0.6924185,0.72421664,2.0
6.215604,6.7613707,7.756629,6.071555,7.005315,-0.51785284,0.14653316,0.17431034,1.6892357,0.6586049,1.6783731,-0.050234657,0.4316741,1.5233316,-1.924688,-1.1756189,-0.34132358,0.36751774,-1.0728751,0.23235491,3.0
5.188788,6.9081464,6.8463283,7.585208,6.113367,1.301219,-0.7020945,2.515865,-0.8114958,-1.2911738,0.7100909,1.8263378,0.5070986,-0.31763536,0.44200918,-2.0794911,0.85505885,0.87255055,-1.2912831,1.0214235,3.0
7.0754566,4.917544,6.805602,5.1689777,4.641812,0.22859554,-0.17894296,-0.25034046,-0.67327034,-0.7364999,-0.8358921,-0.24855469,0.33771786,-0.7036394,-0.07147315,-0.7666973,-1.4610183,0.42305675,1.0149115,-0.015037018,3.0
3.2737002,-0.22782326,-0.33371663,2.8756573,2.9601567,-0.5616939,-0.8287694,-1.3977293,-2.5226698,0.15062745,0.27119112,0.2861273,-0.23322172,-0.11513372,-0.9864343,-0.6683593,0.9949921,-0.18958369,-0.29978007,1.1669616,1.0
1.3528095,1.5196416,2.1972106,3.008954,3.3066807,-0.17964531,0.026505368,-0.04190176,-0.16982065,0.071037136,-0.95500356,0.56899124,1.8184396,-0.012966223,-1.9645964,0.70496696,0.5640818,0.72564125,0.25986725,-1.198374,1.0
1.3880737,3.3341122,3.5792246,0.22909892,0.6546248,0.62509876,0.033360135,-0.43884674,-0.7908523,1.182088,-1.0208771,0.6117987,0.26609197,-1.6008759,1.8755367,0.90479684,0.76748675,0.10022805,0.15850009,-0.017211912,1.0
-0.62689567,1.0676852,1.428663,-0.949356,0.49360162,1.2672873,-0.5066322,1.8171395,1.2217889,-1.9388529,0.30267048,0.053377055,2.173586,1.1948076,0.7673733,-0.555906,0.5622199,-1.0386772,1.027912,0.98772633,0.0
